query_id,query_text,site,tool,rank,url,cosine_score,is_hit,url_match_pattern,normalized_url,page_rank_after_collapse
huggingface-transformers:2,What are the main design principles of Transformers?,huggingface-transformers,markcrawl,1,https://huggingface.co/docs/transformers/philosophy,0.5209870493550408,true,transformers,https://huggingface.co/docs/transformers/philosophy,1
huggingface-transformers:2,What are the main design principles of Transformers?,huggingface-transformers,markcrawl,2,https://huggingface.co/docs/transformers/v5.8.0/en/philosophy,0.5209870493550408,true,transformers,https://huggingface.co/docs/transformers/v5.8.0/en/philosophy,2
huggingface-transformers:2,What are the main design principles of Transformers?,huggingface-transformers,markcrawl,3,https://huggingface.co/docs/transformers/v5.8.0/en/index,0.5177356027984745,true,transformers,https://huggingface.co/docs/transformers/v5.8.0/en/index,3
huggingface-transformers:2,What are the main design principles of Transformers?,huggingface-transformers,markcrawl,4,https://huggingface.co/docs/transformers/index,0.5177356027984745,true,transformers,https://huggingface.co/docs/transformers/index,4
huggingface-transformers:2,What are the main design principles of Transformers?,huggingface-transformers,markcrawl,5,https://huggingface.co/docs/transformers/main/en/index,0.5137012281412667,true,transformers,https://huggingface.co/docs/transformers/main/en/index,5
huggingface-transformers:3,What features does Transformers provide for inference or training?,huggingface-transformers,markcrawl,1,https://huggingface.co/docs/transformers/index,0.6267045191031997,true,transformers,https://huggingface.co/docs/transformers/index,1
huggingface-transformers:3,What features does Transformers provide for inference or training?,huggingface-transformers,markcrawl,2,https://huggingface.co/docs/transformers/v5.8.0/en/index,0.6267045191031997,true,transformers,https://huggingface.co/docs/transformers/v5.8.0/en/index,2
huggingface-transformers:3,What features does Transformers provide for inference or training?,huggingface-transformers,markcrawl,3,https://huggingface.co/docs/transformers/v5.8.0/en/main_classes/trainer,0.6241280384322125,true,transformers,https://huggingface.co/docs/transformers/v5.8.0/en/main_classes/trainer,3
huggingface-transformers:3,What features does Transformers provide for inference or training?,huggingface-transformers,markcrawl,4,https://huggingface.co/docs/transformers/main/en/index,0.6216205973450326,true,transformers,https://huggingface.co/docs/transformers/main/en/index,4
huggingface-transformers:3,What features does Transformers provide for inference or training?,huggingface-transformers,markcrawl,5,https://huggingface.co/docs/transformers/trainer,0.6203248649200087,true,transformers,https://huggingface.co/docs/transformers/trainer,5
huggingface-transformers:0,What is the command to install Transformers using uv?,huggingface-transformers,crawl4ai-raw,1,https://huggingface.co/docs/transformers/installation,0.6261095071561817,true,installation,https://huggingface.co/docs/transformers/installation,1
huggingface-transformers:0,What is the command to install Transformers using uv?,huggingface-transformers,crawl4ai-raw,2,https://huggingface.co/docs/transformers/installation,0.5162393120913282,true,installation,https://huggingface.co/docs/transformers/installation,1
huggingface-transformers:0,What is the command to install Transformers using uv?,huggingface-transformers,crawl4ai-raw,3,https://huggingface.co/docs/transformers/installation,0.46017684784338103,true,installation,https://huggingface.co/docs/transformers/installation,1
huggingface-transformers:0,What is the command to install Transformers using uv?,huggingface-transformers,crawl4ai-raw,4,https://huggingface.co/docs/transformers/index,0.4589340907055869,false,installation,https://huggingface.co/docs/transformers/index,2
huggingface-transformers:0,What is the command to install Transformers using uv?,huggingface-transformers,crawl4ai-raw,5,https://huggingface.co/docs/transformers/index,0.4585364429938674,false,installation,https://huggingface.co/docs/transformers/index,2
huggingface-transformers:1,How can I set up Transformers for offline usage?,huggingface-transformers,crawl4ai-raw,1,https://huggingface.co/docs/transformers/installation,0.5978761291767899,true,installation,https://huggingface.co/docs/transformers/installation,1
huggingface-transformers:1,How can I set up Transformers for offline usage?,huggingface-transformers,crawl4ai-raw,2,https://huggingface.co/docs/transformers/index,0.518841506876552,false,installation,https://huggingface.co/docs/transformers/index,2
huggingface-transformers:1,How can I set up Transformers for offline usage?,huggingface-transformers,crawl4ai-raw,3,https://huggingface.co/docs/transformers/index,0.4866305980716048,false,installation,https://huggingface.co/docs/transformers/index,2
huggingface-transformers:1,How can I set up Transformers for offline usage?,huggingface-transformers,crawl4ai-raw,4,https://huggingface.co/docs/transformers/index,0.4861602862679554,false,installation,https://huggingface.co/docs/transformers/index,2
huggingface-transformers:1,How can I set up Transformers for offline usage?,huggingface-transformers,crawl4ai-raw,5,https://huggingface.co/docs/transformers/installation,0.48335368160937064,true,installation,https://huggingface.co/docs/transformers/installation,1
huggingface-transformers:2,What are the main design principles of Transformers?,huggingface-transformers,crawl4ai-raw,1,https://huggingface.co/docs/transformers/index,0.5264863805420003,true,transformers,https://huggingface.co/docs/transformers/index,1
huggingface-transformers:2,What are the main design principles of Transformers?,huggingface-transformers,crawl4ai-raw,2,https://huggingface.co/docs/transformers/index,0.5221667652788025,true,transformers,https://huggingface.co/docs/transformers/index,1
huggingface-transformers:2,What are the main design principles of Transformers?,huggingface-transformers,crawl4ai-raw,3,https://huggingface.co/docs/transformers/index,0.42908759860446494,true,transformers,https://huggingface.co/docs/transformers/index,1
huggingface-transformers:2,What are the main design principles of Transformers?,huggingface-transformers,crawl4ai-raw,4,https://huggingface.co/docs/transformers/installation,0.41916703671415306,true,transformers,https://huggingface.co/docs/transformers/installation,2
huggingface-transformers:2,What are the main design principles of Transformers?,huggingface-transformers,crawl4ai-raw,5,https://huggingface.co/docs,0.39823029352016126,false,transformers,https://huggingface.co/docs,3
huggingface-transformers:3,What features does Transformers provide for inference or training?,huggingface-transformers,crawl4ai-raw,1,https://huggingface.co/docs/transformers/index,0.6610239160357396,true,transformers,https://huggingface.co/docs/transformers/index,1
huggingface-transformers:3,What features does Transformers provide for inference or training?,huggingface-transformers,crawl4ai-raw,2,https://huggingface.co/docs/transformers/index,0.6029907298494674,true,transformers,https://huggingface.co/docs/transformers/index,1
huggingface-transformers:3,What features does Transformers provide for inference or training?,huggingface-transformers,crawl4ai-raw,3,https://huggingface.co/docs/transformers/index,0.5806660395076326,true,transformers,https://huggingface.co/docs/transformers/index,1
huggingface-transformers:3,What features does Transformers provide for inference or training?,huggingface-transformers,crawl4ai-raw,4,https://huggingface.co/docs/transformers/installation,0.5804555854722354,true,transformers,https://huggingface.co/docs/transformers/installation,2
huggingface-transformers:3,What features does Transformers provide for inference or training?,huggingface-transformers,crawl4ai-raw,5,https://huggingface.co/docs,0.5283910713712698,false,transformers,https://huggingface.co/docs,3
huggingface-transformers:0,What is the command to install Transformers using uv?,huggingface-transformers,scrapy+md,1,https://huggingface.co/docs/transformers/index,0.49222825155340766,false,installation,https://huggingface.co/docs/transformers/index,1
huggingface-transformers:0,What is the command to install Transformers using uv?,huggingface-transformers,scrapy+md,2,https://huggingface.co/docs/transformers/index,0.4637233683360932,false,installation,https://huggingface.co/docs/transformers/index,1
huggingface-transformers:0,What is the command to install Transformers using uv?,huggingface-transformers,scrapy+md,3,https://huggingface.co/DavidAU/Qwen3.5-9B-Claude-4.6-Opus-Deckard-V4.2-Uncensored-Heretic-Thinking,0.4425783558219256,false,installation,https://huggingface.co/davidau/qwen3.5-9b-claude-4.6-opus-deckard-v4.2-uncensored-heretic-thinking,2
huggingface-transformers:0,What is the command to install Transformers using uv?,huggingface-transformers,scrapy+md,4,https://huggingface.co/docs/transformers/llm_tutorial,0.44181666623568683,false,installation,https://huggingface.co/docs/transformers/llm_tutorial,3
huggingface-transformers:0,What is the command to install Transformers using uv?,huggingface-transformers,scrapy+md,5,https://huggingface.co/learn/llm-course/chapter0/1,0.433949010672397,false,installation,https://huggingface.co/learn/llm-course/chapter0/1,4
huggingface-transformers:1,How can I set up Transformers for offline usage?,huggingface-transformers,scrapy+md,1,https://huggingface.co/docs/transformers/index,0.5379467016326233,false,installation,https://huggingface.co/docs/transformers/index,1
huggingface-transformers:1,How can I set up Transformers for offline usage?,huggingface-transformers,scrapy+md,2,https://huggingface.co/docs/transformers/index,0.5062017762199058,false,installation,https://huggingface.co/docs/transformers/index,1
huggingface-transformers:1,How can I set up Transformers for offline usage?,huggingface-transformers,scrapy+md,3,https://huggingface.co/docs/transformers/trainer,0.48734370857876774,false,installation,https://huggingface.co/docs/transformers/trainer,2
huggingface-transformers:1,How can I set up Transformers for offline usage?,huggingface-transformers,scrapy+md,4,https://huggingface.co/learn/llm-course/chapter0/1,0.4516571935594349,false,installation,https://huggingface.co/learn/llm-course/chapter0/1,3
huggingface-transformers:1,How can I set up Transformers for offline usage?,huggingface-transformers,scrapy+md,5,https://huggingface.co/docs/transformers/llm_tutorial,0.45138752230507717,false,installation,https://huggingface.co/docs/transformers/llm_tutorial,4
huggingface-transformers:2,What are the main design principles of Transformers?,huggingface-transformers,scrapy+md,1,https://huggingface.co/docs/transformers/index,0.5376810144379252,true,transformers,https://huggingface.co/docs/transformers/index,1
huggingface-transformers:2,What are the main design principles of Transformers?,huggingface-transformers,scrapy+md,2,https://huggingface.co/docs/transformers/philosophy,0.5297648576584304,true,transformers,https://huggingface.co/docs/transformers/philosophy,2
huggingface-transformers:2,What are the main design principles of Transformers?,huggingface-transformers,scrapy+md,3,https://huggingface.co/docs/transformers/index,0.49967498813619404,true,transformers,https://huggingface.co/docs/transformers/index,1
huggingface-transformers:2,What are the main design principles of Transformers?,huggingface-transformers,scrapy+md,4,https://huggingface.co/DavidAU/Qwen3.5-9B-Claude-4.6-Opus-Deckard-V4.2-Uncensored-Heretic-Thinking,0.4733196354987103,false,transformers,https://huggingface.co/davidau/qwen3.5-9b-claude-4.6-opus-deckard-v4.2-uncensored-heretic-thinking,3
huggingface-transformers:2,What are the main design principles of Transformers?,huggingface-transformers,scrapy+md,5,https://huggingface.co/DavidAU/Qwen3.5-9B-Claude-4.6-Opus-Deckard-V4.2-Uncensored-Heretic-Thinking,0.4722139115218606,false,transformers,https://huggingface.co/davidau/qwen3.5-9b-claude-4.6-opus-deckard-v4.2-uncensored-heretic-thinking,3
huggingface-transformers:3,What features does Transformers provide for inference or training?,huggingface-transformers,scrapy+md,1,https://huggingface.co/docs/transformers/index,0.6437318750568929,true,transformers,https://huggingface.co/docs/transformers/index,1
huggingface-transformers:3,What features does Transformers provide for inference or training?,huggingface-transformers,scrapy+md,2,https://huggingface.co/docs/transformers/v5.7.0/en/main_classes/trainer,0.6150473797242854,true,transformers,https://huggingface.co/docs/transformers/v5.7.0/en/main_classes/trainer,2
huggingface-transformers:3,What features does Transformers provide for inference or training?,huggingface-transformers,scrapy+md,3,https://huggingface.co/docs/transformers/index,0.6069533937042271,true,transformers,https://huggingface.co/docs/transformers/index,1
huggingface-transformers:3,What features does Transformers provide for inference or training?,huggingface-transformers,scrapy+md,4,https://huggingface.co/docs/transformers/trainer,0.594214206315005,true,transformers,https://huggingface.co/docs/transformers/trainer,3
huggingface-transformers:3,What features does Transformers provide for inference or training?,huggingface-transformers,scrapy+md,5,https://huggingface.co/docs/transformers/philosophy,0.5923406043560286,true,transformers,https://huggingface.co/docs/transformers/philosophy,4
huggingface-transformers:0,What is the command to install Transformers using uv?,huggingface-transformers,crawlee,1,https://huggingface.co/docs/transformers/installation,0.6588794740317664,true,installation,https://huggingface.co/docs/transformers/installation,1
huggingface-transformers:0,What is the command to install Transformers using uv?,huggingface-transformers,crawlee,2,https://huggingface.co/docs/transformers/installation,0.6217323881698678,true,installation,https://huggingface.co/docs/transformers/installation,1
huggingface-transformers:0,What is the command to install Transformers using uv?,huggingface-transformers,crawlee,3,https://huggingface.co/docs/transformers/installation,0.5040075861682007,true,installation,https://huggingface.co/docs/transformers/installation,1
huggingface-transformers:0,What is the command to install Transformers using uv?,huggingface-transformers,crawlee,4,https://huggingface.co/docs/transformers/index,0.450837841644361,false,installation,https://huggingface.co/docs/transformers/index,2
huggingface-transformers:0,What is the command to install Transformers using uv?,huggingface-transformers,crawlee,5,https://huggingface.co/docs/transformers/index,0.4428086097562349,false,installation,https://huggingface.co/docs/transformers/index,2
huggingface-transformers:1,How can I set up Transformers for offline usage?,huggingface-transformers,crawlee,1,https://huggingface.co/docs/transformers/installation,0.5187163356728722,true,installation,https://huggingface.co/docs/transformers/installation,1
huggingface-transformers:1,How can I set up Transformers for offline usage?,huggingface-transformers,crawlee,2,https://huggingface.co/docs/transformers/installation,0.5151991317194119,true,installation,https://huggingface.co/docs/transformers/installation,1
huggingface-transformers:1,How can I set up Transformers for offline usage?,huggingface-transformers,crawlee,3,https://huggingface.co/docs/transformers/index,0.5023992971711712,false,installation,https://huggingface.co/docs/transformers/index,2
huggingface-transformers:1,How can I set up Transformers for offline usage?,huggingface-transformers,crawlee,4,https://huggingface.co/docs/transformers/installation,0.48936469018129003,true,installation,https://huggingface.co/docs/transformers/installation,1
huggingface-transformers:1,How can I set up Transformers for offline usage?,huggingface-transformers,crawlee,5,https://huggingface.co/docs/transformers/index,0.4763369785659687,false,installation,https://huggingface.co/docs/transformers/index,2
huggingface-transformers:2,What are the main design principles of Transformers?,huggingface-transformers,crawlee,1,https://huggingface.co/docs/transformers/index,0.5012189930094302,true,transformers,https://huggingface.co/docs/transformers/index,1
huggingface-transformers:2,What are the main design principles of Transformers?,huggingface-transformers,crawlee,2,https://huggingface.co/docs/transformers/index,0.4788006954965819,true,transformers,https://huggingface.co/docs/transformers/index,1
huggingface-transformers:2,What are the main design principles of Transformers?,huggingface-transformers,crawlee,3,https://huggingface.co/docs/transformers/index,0.4141718464027414,true,transformers,https://huggingface.co/docs/transformers/index,1
huggingface-transformers:2,What are the main design principles of Transformers?,huggingface-transformers,crawlee,4,https://huggingface.co/docs/transformers/quicktour,0.4019940297072792,true,transformers,https://huggingface.co/docs/transformers/quicktour,2
huggingface-transformers:2,What are the main design principles of Transformers?,huggingface-transformers,crawlee,5,https://huggingface.co/docs/transformers/installation,0.3980986750742812,true,transformers,https://huggingface.co/docs/transformers/installation,3
huggingface-transformers:3,What features does Transformers provide for inference or training?,huggingface-transformers,crawlee,1,https://huggingface.co/docs/transformers/index,0.6618468242359384,true,transformers,https://huggingface.co/docs/transformers/index,1
huggingface-transformers:3,What features does Transformers provide for inference or training?,huggingface-transformers,crawlee,2,https://huggingface.co/docs/transformers/index,0.5708577548604093,true,transformers,https://huggingface.co/docs/transformers/index,1
huggingface-transformers:3,What features does Transformers provide for inference or training?,huggingface-transformers,crawlee,3,https://huggingface.co/docs/transformers/index,0.5684600054277035,true,transformers,https://huggingface.co/docs/transformers/index,1
huggingface-transformers:3,What features does Transformers provide for inference or training?,huggingface-transformers,crawlee,4,https://huggingface.co/docs/transformers/peft,0.5571329014601821,true,transformers,https://huggingface.co/docs/transformers/peft,2
huggingface-transformers:3,What features does Transformers provide for inference or training?,huggingface-transformers,crawlee,5,https://huggingface.co/docs/transformers/quicktour,0.5533711135678573,true,transformers,https://huggingface.co/docs/transformers/quicktour,3
huggingface-transformers:0,What is the command to install Transformers using uv?,huggingface-transformers,playwright,1,https://huggingface.co/docs/transformers/installation,0.6588794740317664,true,installation,https://huggingface.co/docs/transformers/installation,1
huggingface-transformers:0,What is the command to install Transformers using uv?,huggingface-transformers,playwright,2,https://huggingface.co/docs/transformers/installation,0.6214235243259597,true,installation,https://huggingface.co/docs/transformers/installation,1
huggingface-transformers:0,What is the command to install Transformers using uv?,huggingface-transformers,playwright,3,https://huggingface.co/docs/transformers/installation,0.5040075861682007,true,installation,https://huggingface.co/docs/transformers/installation,1
huggingface-transformers:0,What is the command to install Transformers using uv?,huggingface-transformers,playwright,4,https://huggingface.co/docs/transformers/index,0.47658897910177533,false,installation,https://huggingface.co/docs/transformers/index,2
huggingface-transformers:0,What is the command to install Transformers using uv?,huggingface-transformers,playwright,5,https://huggingface.co/docs/transformers/index,0.4676743514982468,false,installation,https://huggingface.co/docs/transformers/index,2
huggingface-transformers:1,How can I set up Transformers for offline usage?,huggingface-transformers,playwright,1,https://huggingface.co/docs/transformers/installation,0.5258924876313833,true,installation,https://huggingface.co/docs/transformers/installation,1
huggingface-transformers:1,How can I set up Transformers for offline usage?,huggingface-transformers,playwright,2,https://huggingface.co/docs/transformers/index,0.5255197837231078,false,installation,https://huggingface.co/docs/transformers/index,2
huggingface-transformers:1,How can I set up Transformers for offline usage?,huggingface-transformers,playwright,3,https://huggingface.co/docs/transformers/installation,0.5190664574025622,true,installation,https://huggingface.co/docs/transformers/installation,1
huggingface-transformers:1,How can I set up Transformers for offline usage?,huggingface-transformers,playwright,4,https://huggingface.co/docs/transformers/index,0.5049507963818796,false,installation,https://huggingface.co/docs/transformers/index,2
huggingface-transformers:1,How can I set up Transformers for offline usage?,huggingface-transformers,playwright,5,https://huggingface.co/docs/transformers/quicktour,0.49552799427009564,false,installation,https://huggingface.co/docs/transformers/quicktour,3
huggingface-transformers:2,What are the main design principles of Transformers?,huggingface-transformers,playwright,1,https://huggingface.co/docs/transformers/index,0.5207637208785766,true,transformers,https://huggingface.co/docs/transformers/index,1
huggingface-transformers:2,What are the main design principles of Transformers?,huggingface-transformers,playwright,2,https://huggingface.co/docs/transformers/index,0.48233803722977986,true,transformers,https://huggingface.co/docs/transformers/index,1
huggingface-transformers:2,What are the main design principles of Transformers?,huggingface-transformers,playwright,3,https://huggingface.co/docs/transformers/quicktour,0.44138950305153624,true,transformers,https://huggingface.co/docs/transformers/quicktour,2
huggingface-transformers:2,What are the main design principles of Transformers?,huggingface-transformers,playwright,4,https://huggingface.co/docs/transformers/quicktour,0.41758158961055364,true,transformers,https://huggingface.co/docs/transformers/quicktour,2
huggingface-transformers:2,What are the main design principles of Transformers?,huggingface-transformers,playwright,5,https://huggingface.co/docs/transformers/installation,0.3971354299516107,true,transformers,https://huggingface.co/docs/transformers/installation,3
huggingface-transformers:3,What features does Transformers provide for inference or training?,huggingface-transformers,playwright,1,https://huggingface.co/docs/transformers/index,0.6342573625851394,true,transformers,https://huggingface.co/docs/transformers/index,1
huggingface-transformers:3,What features does Transformers provide for inference or training?,huggingface-transformers,playwright,2,https://huggingface.co/docs/transformers/quicktour,0.6013006627243924,true,transformers,https://huggingface.co/docs/transformers/quicktour,2
huggingface-transformers:3,What features does Transformers provide for inference or training?,huggingface-transformers,playwright,3,https://huggingface.co/docs/transformers/index,0.5975194982464622,true,transformers,https://huggingface.co/docs/transformers/index,1
huggingface-transformers:3,What features does Transformers provide for inference or training?,huggingface-transformers,playwright,4,https://huggingface.co/docs/transformers/quicktour,0.5555023908107762,true,transformers,https://huggingface.co/docs/transformers/quicktour,2
huggingface-transformers:3,What features does Transformers provide for inference or training?,huggingface-transformers,playwright,5,https://huggingface.co/docs/transformers/quicktour,0.5366651137780987,true,transformers,https://huggingface.co/docs/transformers/quicktour,2
ikea:0,What is the price of the NÄSINGE extendable table?,ikea,markcrawl,1,https://www.ikea.com/us/en/cat/outdoor-patio-furniture-od003/,0.5033103874576166,false,furniture-fu001,https://www.ikea.com/us/en/cat/outdoor-patio-furniture-od003/,1
ikea:0,What is the price of the NÄSINGE extendable table?,ikea,markcrawl,2,https://www.ikea.com/us/en/cat/tables-chairs-fu002/,0.5029041805177035,false,furniture-fu001,https://www.ikea.com/us/en/cat/tables-chairs-fu002/,2
ikea:0,What is the price of the NÄSINGE extendable table?,ikea,markcrawl,3,https://www.ikea.com/us/en/cat/outdoor-patio-furniture-od003/,0.5003499005513329,false,furniture-fu001,https://www.ikea.com/us/en/cat/outdoor-patio-furniture-od003/,1
ikea:0,What is the price of the NÄSINGE extendable table?,ikea,markcrawl,4,https://www.ikea.com/us/en/cat/upholstered-chairs-25221/,0.4966384370384269,false,furniture-fu001,https://www.ikea.com/us/en/cat/upholstered-chairs-25221/,3
ikea:0,What is the price of the NÄSINGE extendable table?,ikea,markcrawl,5,https://www.ikea.com/us/en/cat/tables-chairs-fu002/,0.49497305466702646,false,furniture-fu001,https://www.ikea.com/us/en/cat/tables-chairs-fu002/,2
ikea:1,What features does the STORKLINTA series offer?,ikea,markcrawl,1,https://www.ikea.com/us/en/p/storklinta-3-drawer-dresser-gray-green-anchor-unlock-function-80574645/,0.4603416919626625,false,furniture-fu001,https://www.ikea.com/us/en/p/storklinta-3-drawer-dresser-gray-green-anchor-unlock-function-80574645/,1
ikea:1,What features does the STORKLINTA series offer?,ikea,markcrawl,2,https://www.ikea.com/us/en/p/storklinta-3-drawer-dresser-gray-green-anchor-unlock-function-80574645/,0.4593173297899382,false,furniture-fu001,https://www.ikea.com/us/en/p/storklinta-3-drawer-dresser-gray-green-anchor-unlock-function-80574645/,1
ikea:1,What features does the STORKLINTA series offer?,ikea,markcrawl,3,https://www.ikea.com/us/en/p/storklinta-3-drawer-dresser-gray-green-anchor-unlock-function-80574645/,0.4448248126572098,false,furniture-fu001,https://www.ikea.com/us/en/p/storklinta-3-drawer-dresser-gray-green-anchor-unlock-function-80574645/,1
ikea:1,What features does the STORKLINTA series offer?,ikea,markcrawl,4,https://www.ikea.com/us/en/p/storklinta-3-drawer-dresser-gray-green-anchor-unlock-function-80574645/,0.42853749682433634,false,furniture-fu001,https://www.ikea.com/us/en/p/storklinta-3-drawer-dresser-gray-green-anchor-unlock-function-80574645/,1
ikea:1,What features does the STORKLINTA series offer?,ikea,markcrawl,5,https://www.ikea.com/us/en/p/storklinta-3-drawer-dresser-gray-green-anchor-unlock-function-80574645/,0.42552070567919453,false,furniture-fu001,https://www.ikea.com/us/en/p/storklinta-3-drawer-dresser-gray-green-anchor-unlock-function-80574645/,1
ikea:2,What is the height and diameter of the PÅDRAG vase?,ikea,markcrawl,1,https://www.ikea.com/us/en/cat/vases-10776/,0.4715752255997153,false,padrag-vase-clear-glass-10470991,https://www.ikea.com/us/en/cat/vases-10776/,1
ikea:2,What is the height and diameter of the PÅDRAG vase?,ikea,markcrawl,2,https://www.ikea.com/us/en/p/stockholm-2025-vase-black-10590494/,0.4626794579479025,false,padrag-vase-clear-glass-10470991,https://www.ikea.com/us/en/p/stockholm-2025-vase-black-10590494/,2
ikea:2,What is the height and diameter of the PÅDRAG vase?,ikea,markcrawl,3,https://www.ikea.com/us/en/cat/vases-bowls-10769/,0.46183138050234007,false,padrag-vase-clear-glass-10470991,https://www.ikea.com/us/en/cat/vases-bowls-10769/,3
ikea:2,What is the height and diameter of the PÅDRAG vase?,ikea,markcrawl,4,https://www.ikea.com/us/en/cat/vases-bowls-10769/,0.4563065517767404,false,padrag-vase-clear-glass-10470991,https://www.ikea.com/us/en/cat/vases-bowls-10769/,3
ikea:2,What is the height and diameter of the PÅDRAG vase?,ikea,markcrawl,5,https://www.ikea.com/us/en/cat/vases-10776/,0.4494394297919518,false,padrag-vase-clear-glass-10470991,https://www.ikea.com/us/en/cat/vases-10776/,1
ikea:3,Who is the designer of the PÅDRAG vase?,ikea,markcrawl,1,https://www.ikea.com/us/en/cat/vases-10776/,0.49267281342684893,false,padrag-vase-clear-glass-10470991,https://www.ikea.com/us/en/cat/vases-10776/,1
ikea:3,Who is the designer of the PÅDRAG vase?,ikea,markcrawl,2,https://www.ikea.com/us/en/cat/vases-10776/,0.4906442465334641,false,padrag-vase-clear-glass-10470991,https://www.ikea.com/us/en/cat/vases-10776/,1
ikea:3,Who is the designer of the PÅDRAG vase?,ikea,markcrawl,3,https://www.ikea.com/us/en/cat/vases-bowls-10769/,0.49030917776908495,false,padrag-vase-clear-glass-10470991,https://www.ikea.com/us/en/cat/vases-bowls-10769/,2
ikea:3,Who is the designer of the PÅDRAG vase?,ikea,markcrawl,4,https://www.ikea.com/us/en/cat/vases-bowls-10769/,0.4695230557532584,false,padrag-vase-clear-glass-10470991,https://www.ikea.com/us/en/cat/vases-bowls-10769/,2
ikea:3,Who is the designer of the PÅDRAG vase?,ikea,markcrawl,5,https://www.ikea.com/us/en/cat/vases-10776/,0.46204689530572046,false,padrag-vase-clear-glass-10470991,https://www.ikea.com/us/en/cat/vases-10776/,1
ikea:4,What are the different types of ottomans available at IKEA?,ikea,markcrawl,1,https://www.ikea.com/us/en/cat/ottomans-20926/,0.6659433288066287,true,ottomans-20926,https://www.ikea.com/us/en/cat/ottomans-20926/,1
ikea:4,What are the different types of ottomans available at IKEA?,ikea,markcrawl,2,https://www.ikea.com/us/en/cat/ottomans-20926/,0.6580873872600497,true,ottomans-20926,https://www.ikea.com/us/en/cat/ottomans-20926/,1
ikea:4,What are the different types of ottomans available at IKEA?,ikea,markcrawl,3,https://www.ikea.com/us/en/cat/ottomans-20926/,0.6558641763717538,true,ottomans-20926,https://www.ikea.com/us/en/cat/ottomans-20926/,1
ikea:4,What are the different types of ottomans available at IKEA?,ikea,markcrawl,4,https://www.ikea.com/us/en/cat/ottomans-20926/,0.6345255969246719,true,ottomans-20926,https://www.ikea.com/us/en/cat/ottomans-20926/,1
ikea:4,What are the different types of ottomans available at IKEA?,ikea,markcrawl,5,https://www.ikea.com/us/en/cat/ottomans-20926/,0.6297590711871841,true,ottomans-20926,https://www.ikea.com/us/en/cat/ottomans-20926/,1
ikea:5,What is the price of the FÖRLUNDA Pouffe?,ikea,markcrawl,1,https://www.ikea.com/us/en/cat/ottomans-20926/,0.544346429095948,true,ottomans-20926,https://www.ikea.com/us/en/cat/ottomans-20926/,1
ikea:5,What is the price of the FÖRLUNDA Pouffe?,ikea,markcrawl,2,https://www.ikea.com/us/en/cat/ottomans-20926/,0.5365835472092487,true,ottomans-20926,https://www.ikea.com/us/en/cat/ottomans-20926/,1
ikea:5,What is the price of the FÖRLUNDA Pouffe?,ikea,markcrawl,3,https://www.ikea.com/us/en/cat/ottomans-20926/,0.5275181223065886,true,ottomans-20926,https://www.ikea.com/us/en/cat/ottomans-20926/,1
ikea:5,What is the price of the FÖRLUNDA Pouffe?,ikea,markcrawl,4,https://www.ikea.com/us/en/cat/ottomans-20926/,0.512815990081916,true,ottomans-20926,https://www.ikea.com/us/en/cat/ottomans-20926/,1
